"ID1,N,4,0","HHID,C,15","HVIDX,N,2,0","QHCLUSTER,N,4,0","QHNUMBER,N,3,0","QHHOME,N,2,0","PS100_1A,N,2,0","PS100_1M,N,2,0","PS100_1S,N,1,0","PS3,N,1,0"
2019,      032803901,8,328,39,1,2,6,2,1
2019,      032807701,1,328,77,1,2,2,1,1
2019,      032807701,2,328,77,1,1,8,2,2
2019,      032903301,1,329,33,1,4,0,1,1
2019,      032903301,2,329,33,1,1,0,2,2
2019,      032905101,1,329,51,1,0,3,2,1
2019,      032905401,1,329,54,1,3,98,2,1
2019,      032905501,1,329,55,1,0,6,1,1
2019,      032905501,2,329,55,1,0,4,2,2
2019,      032910701,1,329,107,1,3,6,2,1
2019,      032910901,1,329,109,1,8,98,1,1
2019,      032910901,2,329,109,1,8,98,2,2
2019,      033000801,1,330,8,1,3,0,2,1
2019,      033007901,1,330,79,1,1,1,2,1
2019,      033008301,1,330,83,1,1,2,2,1
2019,      033105701,1,331,57,1,0,3,2,1
2019,      033107101,1,331,71,1,0,3,1,1
2019,      033107101,2,331,71,1,0,2,2,2
2019,      033201601,1,332,16,1,4,10,1,1
2019,      033201601,2,332,16,1,4,7,2,2
2019,      033504301,1,335,43,1,3,0,1,1
2019,      033504301,2,335,43,1,5,0,2,2
2019,      033504401,1,335,44,1,2,98,2,1
2019,      033504601,1,335,46,1,0,5,2,1
2019,      033601401,1,336,14,1,3,0,2,1
2019,      033606701,1,336,67,1,6,0,2,1
2019,      033606801,1,336,68,1,3,0,2,1
2019,      033609001,1,336,90,1,2,0,1,1
2019,      033609001,2,336,90,1,2,0,2,2
2019,      033609101,1,336,91,1,1,1,2,1
2019,      033609201,1,336,92,1,1,0,2,1
2019,      033700801,1,337,8,1,3,98,2,1
2019,      033707101,1,337,71,1,6,0,2,1
2019,      033807601,1,338,76,1,3,0,2,1
2019,      033807901,1,338,79,1,1,0,1,1
2019,      033807901,2,338,79,1,3,0,2,2
2019,      034101401,1,341,14,1,3,6,2,1
2019,      034205201,1,342,52,1,3,0,1,1
2019,      034205201,2,342,52,1,3,0,2,2
2019,      034208701,1,342,87,1,2,98,2,1
2019,      034300101,2,343,1,1,1,1,2,1
2019,      034304901,1,343,49,1,0,6,2,1
2019,      034309701,1,343,97,1,0,2,2,1
2019,      034701501,1,347,15,1,98,98,2,1
2019,      034706301,1,347,63,1,0,4,2,1
2019,      034707701,1,347,77,1,5,4,1,1
2019,      034707701,2,347,77,1,5,4,2,2
2019,      034803101,2,348,31,1,1,0,2,1
2019,      035006201,1,350,62,1,1,98,2,1
2019,      035006501,1,350,65,1,5,0,2,1
2019,      035213701,2,352,137,1,2,10,2,1
2019,      037201701,4,372,17,1,2,10,2,1
2019,      037204201,10,372,42,1,3,6,2,1
2019,      037406301,5,374,63,1,5,0,2,1
2019,      037508901,1,375,89,1,3,0,2,1
2019,      038614301,1,386,143,1,98,5,2,1
2019,      041516901,10,415,169,1,3,4,2,1
2019,      042006201,3,420,62,1,6,98,2,1
2019,      043302401,2,433,24,1,0,5,2,1
2019,      043505901,1,435,59,1,2,0,2,1
2019,      043700101,1,437,1,1,4,0,1,1
2019,      043700101,2,437,1,1,4,0,2,2
2019,      044300301,1,443,3,1,2,0,1,1
2019,      044300301,2,443,3,1,2,0,2,2
2019,      044300701,1,443,7,1,6,2,2,1
2019,      044306001,1,443,60,1,2,2,2,1
2019,      044400101,1,444,1,1,0,7,2,1
2019,      044401601,1,444,16,1,3,3,2,1
2019,      044402401,4,444,24,1,2,2,2,1
2019,      044402501,2,444,25,1,2,4,2,1
2019,      044403201,1,444,32,1,3,4,2,1
2019,      044703401,1,447,34,1,4,0,2,1
2019,      044705701,1,447,57,1,4,0,2,1
2019,      044803001,1,448,30,1,5,98,2,1
2019,      044804001,3,448,40,1,5,98,2,1
2019,      044902301,5,449,23,1,2,1,2,1
2019,      044906301,1,449,63,1,2,0,2,1
2019,      045002201,1,450,22,1,2,0,2,1
2019,      045009201,1,450,92,1,3,1,2,1
2019,      045106701,9,451,67,1,1,0,2,1
2019,      045201401,1,452,14,1,0,2,2,1
2019,      045206201,1,452,62,1,0,2,1,1
2019,      045206201,2,452,62,1,6,5,2,2
2019,      045206901,1,452,69,1,0,6,2,1
2019,      045503201,4,455,32,1,2,1,2,1
2019,      045611201,1,456,112,1,2,4,2,1
2019,      045702901,1,457,29,1,1,0,2,1
2019,      045905801,4,459,58,1,2,2,2,1
2019,      046007801,1,460,78,1,3,4,1,1
2019,      046007801,2,460,78,1,3,4,2,2
2019,      046007901,1,460,79,1,1,3,2,1
2019,      046200101,2,462,1,1,2,0,2,1
2019,      046201101,1,462,11,1,2,0,2,1
2019,      046307201,1,463,72,1,0,6,2,1
2019,      046309701,1,463,97,1,3,0,2,1
2019,      046400901,1,464,9,1,1,0,2,1
2019,      046401201,1,464,12,1,3,0,2,1
2019,      046402401,3,464,24,1,5,0,2,1
2019,      046402601,1,464,26,1,4,0,1,1
2019,      046402601,2,464,26,1,2,0,2,2
2019,      046402801,1,464,28,1,0,8,2,1
2019,      046403401,2,464,34,1,1,0,2,1
2019,      046403501,1,464,35,1,3,2,2,1
2019,      046403601,4,464,36,1,4,0,2,1
2019,      046505601,1,465,56,1,4,2,2,1
2019,      046506001,1,465,60,1,4,0,1,1
2019,      046506001,2,465,60,1,4,0,2,2
2019,      046506101,1,465,61,1,0,2,2,1
2019,      046509001,1,465,90,1,1,6,1,1
2019,      046509001,2,465,90,1,0,8,2,2
2019,      046509201,1,465,92,1,1,10,1,1
2019,      046509201,2,465,92,1,1,4,2,2
2019,      046701101,6,467,11,1,2,5,2,1
2019,      046806301,6,468,63,1,3,0,2,1
2019,      047220301,1,472,203,1,0,4,2,1
2019,      047402801,1,474,28,1,0,6,1,1
2019,      047402801,2,474,28,1,0,6,1,2
2019,      047402801,3,474,28,1,4,0,2,3
2019,      047506801,1,475,68,1,3,98,2,1
2019,      047812401,1,478,124,1,0,6,2,1
2019,      048006401,6,480,64,1,6,98,2,1
2019,      048202001,3,482,20,1,3,0,1,1
2019,      048202001,4,482,20,1,3,0,2,2
2019,      048202101,1,482,21,1,4,0,1,1
2019,      048202101,2,482,21,1,0,1,2,2
2019,      048214701,2,482,147,1,5,5,2,1
2019,      048214801,1,482,148,1,1,8,1,1
2019,      048214801,2,482,148,1,1,0,2,2
2019,      048215201,1,482,152,1,4,0,2,1
2019,      048215301,1,482,153,1,2,98,2,1
2019,      048301901,1,483,19,1,4,0,2,1
2019,      048302001,1,483,20,1,1,6,2,1
2019,      048302901,1,483,29,1,4,0,2,1
2019,      048408301,2,484,83,1,0,5,2,1
2019,      048408401,1,484,84,1,2,3,1,1
2019,      048408401,2,484,84,1,1,3,2,2
2019,      048408501,1,484,85,1,1,0,2,1
2019,      048501301,1,485,13,1,2,0,2,1
2019,      048501601,2,485,16,1,1,6,2,1
2019,      048605801,1,486,58,1,2,0,1,1
2019,      048605801,2,486,58,1,3,0,2,2
2019,      048605901,1,486,59,1,4,98,2,1
2019,      048606001,1,486,60,1,6,98,1,1
2019,      048606001,2,486,60,1,3,98,2,2
2019,      048606201,1,486,62,1,1,1,2,1
2019,      048607401,1,486,74,1,98,98,2,1
2019,      048702901,1,487,29,1,6,0,1,1
2019,      048702901,2,487,29,1,6,2,2,2
2019,      048708001,1,487,80,1,0,8,2,1
2019,      048708101,1,487,81,1,1,6,2,1
2019,      048708301,2,487,83,1,2,5,2,1
2019,      048802101,1,488,21,1,3,0,2,1
2019,      048905901,6,489,59,1,2,0,1,1
2019,      048905901,7,489,59,1,3,6,2,2
2019,      048906101,7,489,61,1,4,0,2,1
2019,      049002601,2,490,26,1,6,0,2,1
2019,      049100401,1,491,4,1,2,0,2,1
2019,      049102201,1,491,22,1,3,0,2,1
2019,      049104301,4,491,43,1,2,0,2,1
2019,      049105001,1,491,50,1,6,98,2,1
2019,      049200101,1,492,1,1,3,0,2,1
2019,      049200301,1,492,3,1,1,0,1,1
2019,      049200301,2,492,3,1,1,0,2,2
2019,      049200401,1,492,4,1,3,0,2,1
2019,      049200501,1,492,5,1,5,0,2,1
2019,      049205301,1,492,53,1,3,0,2,1
2019,      049205401,1,492,54,1,0,4,2,1
2019,      049301801,1,493,18,1,5,0,2,1
2019,      049401201,1,494,12,1,3,98,2,1
